loan_id,loan_status,default_flag
1062,Active,0
1063,Active,0
1064,Paid,0
1065,Paid,0
1066,Active,0
1067,Paid,0
1068,Paid,0
1069,Active,0
1070,Paid,0
1071,Active,0
1072,Paid,0
1073,Active,0
1074,Paid,0
1075,Active,0
1076,Active,0
1077,Paid,0
1078,Paid,0
1079,Paid,0
1080,Paid,0
1081,Active,0
1082,Paid,0
1083,Paid,0
1084,Active,0
1085,Active,0
1086,Paid,0
1087,Active,0
1088,Paid,0
1089,Active,0
1090,Active,0
1091,Active,0
1092,Active,0
1093,Default,1
1094,Paid,0
1095,Active,0
1096,Paid,0
1097,Default,1
1098,Active,0
1099,Paid,0
1100,Active,0
1101,Paid,0
1102,Paid,0
1103,Paid,0
1104,Paid,0
1105,Default,1
1106,Paid,0
1107,Active,0
1108,Default,1
1109,Paid,0
1110,Active,0
1111,Default,1
1112,Paid,0
1113,Active,0
1114,Paid,0
1115,Default,1
1116,Active,0
1117,Active,0
1118,Active,0
1119,Active,0
1120,Active,0
1121,Paid,0
1122,Paid,0
1123,Paid,0
1124,Paid,0
1125,Paid,0
1126,Paid,0
1127,Active,0
1128,Paid,0
1129,Active,0
1130,Active,0
1131,Paid,0
1132,Active,0
1133,Active,0
1134,Default,1
1135,Paid,0
1136,Paid,0
1137,Active,0
1138,Active,0
1139,Default,1
1140,Active,0
1141,Paid,0
1142,Active,0
1143,Active,0
1144,Active,0
1145,Paid,0
1146,Active,0
1147,Active,0
1148,Paid,0
1149,Active,0
1150,Active,0
1151,Paid,0
1152,Active,0
1153,Paid,0
1154,Active,0
1155,Default,1
1156,Default,1
1157,Active,0
1158,Active,0
1159,Default,1
1160,Default,1
1161,Active,0
1162,Paid,0
1163,Active,0
1164,Active,0
1165,Paid,0
1166,Active,0
1167,Active,0
1168,Paid,0
1169,Paid,0
1170,Paid,0
1171,Paid,0
1172,Default,1
1173,Active,0
1174,Active,0
1175,Active,0
1176,Paid,0
1177,Active,0
1178,Paid,0
1179,Active,0
1180,Paid,0
1181,Active,0
1182,Active,0
1183,Active,0
1184,Active,0
1185,Active,0
1186,Default,1
1187,Paid,0
1188,Active,0
1189,Active,0
1190,Paid,0
1191,Active,0
1192,Active,0
1193,Paid,0
1194,Paid,0
1195,Active,0
1196,Default,1
1197,Active,0
1198,Paid,0
1199,Active,0
1200,Default,1
1201,Default,1
1202,Active,0
1203,Paid,0
1204,Paid,0
1205,Paid,0
1206,Paid,0
1207,Active,0
1208,Active,0
1209,Active,0
1210,Paid,0
1211,Default,1
1212,Paid,0
1213,Active,0
1214,Paid,0
1215,Default,1
1216,Active,0
1217,Paid,0
1218,Paid,0
1219,Paid,0
1220,Active,0
1221,Active,0
1222,Active,0
1223,Active,0
1224,Active,0
1225,Default,1
1226,Default,1
1227,Default,1
1228,Default,1
1229,Active,0
1230,Active,0
1231,Paid,0
1232,Paid,0
1233,Default,1
1234,Paid,0
1235,Default,1
1236,Active,0
1237,Paid,0
1238,Active,0
1239,Paid,0
1240,Default,1
1241,Paid,0
1242,Active,0
1243,Active,0
1244,Paid,0
1245,Active,0
1246,Paid,0
1247,Paid,0
1248,Active,0
1249,Active,0
1250,Paid,0
1251,Active,0
1252,Default,1
1253,Active,0
1254,Active,0
1255,Paid,0
1256,Default,1
1257,Paid,0
1258,Paid,0
1259,Paid,0
1260,Active,0
1261,Paid,0
1262,Active,0
1263,Active,0
1264,Paid,0
1265,Active,0
1266,Active,0
1267,Paid,0
1268,Active,0
1269,Paid,0
1270,Default,1
1271,Default,1
1272,Paid,0
1273,Paid,0
1274,Active,0
1275,Paid,0
1276,Active,0
1277,Active,0
1278,Active,0
1279,Active,0
1280,Active,0
1281,Paid,0
1282,Active,0
1283,Active,0
1284,Active,0
1285,Active,0
1286,Default,1
1287,Paid,0
1288,Active,0
1289,Active,0
1290,Active,0
1291,Active,0
1292,Default,1
1293,Active,0
1294,Active,0
1295,Paid,0
1296,Paid,0
1297,Default,1
1298,Active,0
1299,Paid,0
1300,Active,0
1301,Default,1
1302,Active,0
1303,Active,0
1304,Active,0
1305,Paid,0
1306,Active,0
1307,Active,0
1308,Default,1
1309,Active,0
1310,Default,1
1311,Paid,0
1312,Paid,0
1313,Active,0
1314,Active,0
1315,Default,1
1316,Active,0
1317,Paid,0
1318,Active,0
1319,Active,0
1320,Active,0
1321,Active,0
1322,Active,0
1323,Active,0
1324,Paid,0
1325,Default,1
1326,Paid,0
1327,Active,0
1328,Default,1
1329,Active,0
1330,Active,0
1331,Active,0
1332,Paid,0
1333,Paid,0
1334,Active,0
1335,Active,0
1336,Active,0
1337,Paid,0
1338,Default,1
1339,Active,0
1340,Paid,0
1341,Active,0
1342,Active,0
1343,Active,0
1344,Active,0
1345,Paid,0
1346,Active,0
1347,Active,0
1348,Active,0
1349,Active,0
1350,Paid,0
1351,Active,0
1352,Paid,0
1353,Active,0
1354,Active,0
1355,Paid,0
1356,Paid,0
1357,Active,0
1358,Paid,0
1359,Paid,0
1360,Default,1
1361,Active,0
1362,Paid,0
1363,Active,0
1364,Default,1
1365,Active,0
1366,Active,0
1367,Active,0
1368,Default,1
1369,Default,1
1370,Active,0
1371,Default,1
1372,Active,0
1373,Paid,0
1374,Paid,0
1375,Active,0
1376,Paid,0
1377,Active,0
1378,Active,0
1379,Paid,0
1380,Active,0
1381,Active,0
1382,Default,1
1383,Active,0
1384,Active,0
1385,Active,0
1386,Active,0
1387,Default,1
1388,Active,0
1389,Paid,0
1390,Active,0
1391,Default,1
1392,Paid,0
1393,Active,0
1394,Default,1
1395,Default,1
1396,Paid,0
1397,Paid,0
1398,Active,0
1399,Paid,0
1400,Default,1
1401,Active,0
1402,Active,0
1403,Default,1
1404,Active,0
1405,Default,1
1406,Paid,0
1407,Paid,0
1408,Paid,0
1409,Paid,0
1410,Paid,0
1411,Paid,0
1412,Active,0
1413,Paid,0
1414,Default,1
1415,Default,1
1416,Paid,0
1417,Paid,0
1418,Active,0
1419,Active,0
1420,Active,0
1421,Paid,0
1422,Paid,0
1423,Active,0
1424,Paid,0
1425,Active,0
1426,Paid,0
1427,Active,0
1428,Paid,0
1429,Default,1
1430,Default,1
1431,Paid,0
1432,Default,1
1433,Paid,0
1434,Paid,0
1435,Paid,0
1436,Active,0
1437,Paid,0
1438,Paid,0
1439,Active,0
1440,Active,0
1441,Active,0
1442,Active,0
1443,Paid,0
1444,Paid,0
1445,Active,0
1446,Active,0
1447,Active,0
1448,Active,0
1449,Active,0
1450,Active,0
1451,Active,0
1452,Active,0
1453,Active,0
1454,Paid,0
1455,Active,0
1456,Active,0
1457,Active,0
1458,Paid,0
1459,Active,0
1460,Paid,0
1461,Active,0
1462,Default,1
1463,Paid,0
1464,Active,0
1465,Default,1
1466,Default,1
1467,Default,1
1468,Active,0
1469,Paid,0
1470,Paid,0
1471,Default,1
1472,Active,0
1473,Paid,0
1474,Active,0
1475,Paid,0
1476,Default,1
1477,Active,0
1478,Paid,0
1479,Default,1
1480,Active,0
1481,Active,0
1482,Default,1
1483,Active,0
1484,Active,0
1485,Active,0
1486,Paid,0
1487,Active,0
1488,Paid,0
1489,Paid,0
1490,Default,1
1491,Active,0
1492,Active,0
1493,Active,0
1494,Active,0
1495,Default,1
1496,Paid,0
1497,Paid,0
1498,Paid,0
1499,Active,0
1500,Default,1
1501,Active,0
1502,Default,1
1503,Default,1
1504,Paid,0
1505,Active,0
1506,Active,0
1507,Active,0
1508,Default,1
1509,Active,0
1510,Active,0
1511,Default,1
1512,Default,1
1513,Active,0
1514,Default,1
1515,Active,0
1516,Active,0
1517,Active,0
1518,Default,1
1519,Active,0
1520,Paid,0
1521,Active,0
1522,Paid,0
1523,Active,0
1524,Paid,0
1525,Paid,0
1526,Active,0
1527,Default,1
1528,Paid,0
1529,Paid,0
1530,Paid,0
1531,Paid,0
1532,Active,0
1533,Paid,0
1534,Active,0
1535,Active,0
1536,Active,0
1537,Active,0
1538,Active,0
1539,Active,0
1540,Default,1
1541,Active,0
1542,Active,0
1543,Active,0
1544,Active,0
1545,Paid,0
1546,Paid,0
1547,Active,0
1548,Paid,0
1549,Active,0
1550,Paid,0
1551,Active,0
1552,Active,0
1553,Paid,0
1554,Paid,0
1555,Default,1
1556,Active,0
1557,Active,0
1558,Paid,0
1559,Active,0
1560,Active,0
1561,Paid,0
1562,Active,0
1563,Active,0
1564,Default,1
1565,Paid,0
1566,Active,0
1567,Active,0
1568,Paid,0
1569,Paid,0
1570,Active,0
1571,Active,0
1572,Active,0
1573,Paid,0
1574,Default,1
1575,Active,0
1576,Paid,0
1577,Active,0
1578,Default,1
1579,Paid,0
1580,Active,0
1581,Paid,0
1582,Default,1
1583,Paid,0
1584,Paid,0
1585,Paid,0
1586,Active,0
1587,Paid,0
1588,Active,0
1589,Paid,0
1590,Active,0
1591,Default,1
1592,Paid,0
1593,Paid,0
1594,Paid,0
1595,Active,0
1596,Paid,0
1597,Paid,0
1598,Active,0
1599,Default,1
1600,Active,0
1601,Paid,0
1602,Active,0
1603,Active,0
1604,Paid,0
1605,Default,1
1606,Active,0
1607,Default,1
1608,Default,1
1609,Active,0
1610,Active,0
1611,Default,1
1612,Paid,0
1613,Active,0
1614,Active,0
1615,Active,0
1616,Default,1
1617,Active,0
1618,Active,0
1619,Active,0
1620,Paid,0
1621,Active,0
1622,Active,0
1623,Paid,0
1624,Active,0
1625,Default,1
1626,Active,0
1627,Default,1
1628,Paid,0
1629,Default,1
1630,Active,0
1631,Active,0
1632,Active,0
1633,Paid,0
1634,Active,0
1635,Active,0
1636,Default,1
1637,Paid,0
1638,Paid,0
1639,Paid,0
1640,Active,0
1641,Active,0
1642,Active,0
1643,Active,0
1644,Paid,0
1645,Default,1
1646,Default,1
1647,Active,0
1648,Paid,0
1649,Active,0
1650,Active,0
1651,Active,0
1652,Paid,0
1653,Paid,0
1654,Active,0
1655,Paid,0
1656,Active,0
1657,Active,0
1658,Paid,0
1659,Active,0
1660,Paid,0
1661,Active,0
1662,Paid,0
1663,Active,0
1664,Default,1
1665,Active,0
1666,Paid,0
1667,Paid,0
1668,Paid,0
1669,Default,1
1670,Active,0
1671,Active,0
1672,Paid,0
1673,Active,0
1674,Paid,0
1675,Active,0
1676,Default,1
1677,Paid,0
1678,Paid,0
1679,Active,0
1680,Paid,0
1681,Paid,0
1682,Paid,0
1683,Active,0
1684,Active,0
1685,Paid,0
1686,Paid,0
1687,Default,1
1688,Default,1
1689,Paid,0
1690,Paid,0
1691,Paid,0
1692,Active,0
1693,Active,0
1694,Default,1
1695,Paid,0
1696,Active,0
1697,Active,0
1698,Default,1
1699,Paid,0
1700,Active,0
1701,Paid,0
1702,Active,0
1703,Active,0
1704,Active,0
1705,Active,0
1706,Paid,0
1707,Paid,0
1708,Active,0
1709,Active,0
1710,Active,0
1711,Active,0
1712,Paid,0
1713,Active,0
1714,Paid,0
1715,Default,1
1716,Active,0
1717,Paid,0
1718,Active,0
1719,Active,0
1720,Active,0
1721,Paid,0
1722,Default,1
1723,Paid,0
1724,Default,1
1725,Default,1
1726,Active,0
1727,Active,0
1728,Active,0
1729,Paid,0
1730,Paid,0
1731,Paid,0
1732,Paid,0
1733,Paid,0
1734,Paid,0
1735,Default,1
1736,Paid,0
1737,Active,0
1738,Active,0
1739,Default,1
1740,Paid,0
1741,Default,1
1742,Default,1
1743,Active,0
1744,Default,1
1745,Active,0
1746,Default,1
1747,Paid,0
1748,Active,0
1749,Active,0
1750,Default,1
1751,Default,1
1752,Paid,0
1753,Paid,0
1754,Active,0
1755,Active,0
1756,Default,1
1757,Active,0
1758,Default,1
1759,Paid,0
1760,Default,1
1761,Active,0
1762,Paid,0
1763,Paid,0
1764,Active,0
1765,Active,0
1766,Paid,0
1767,Active,0
1768,Active,0
1769,Paid,0
1770,Active,0
1771,Paid,0
1772,Paid,0
1773,Active,0
1774,Active,0
1775,Active,0
1776,Active,0
1777,Active,0
1778,Paid,0
1779,Active,0
1780,Paid,0
1781,Paid,0
1782,Paid,0
1783,Paid,0
1784,Default,1
1785,Paid,0
1786,Active,0
1787,Active,0
1788,Active,0
1789,Active,0
1790,Active,0
1791,Active,0
1792,Active,0
1793,Active,0
1794,Active,0
1795,Paid,0
